react_name,canonical_smiles,raw_energy,relative_energy,normalize_energy
C73580,CC1=C(C)[C@H](C)[C@@H](C)[C+]1C,-390.86889268217953,-44.08032342513277,0.0
C73584,CC1=C(C)[C@@H](C)[C@H](C)[C+]1C,-390.868891835313,-44.07979200832393,6.933493700835229e-06
C74134,CC1=C(C)[C+](C)C(C)(C)C1,-390.8688018701687,-44.023338025608176,0.0007434990803273
C83491,CC1=C(C)C(C)(C)C[C+]1C,-390.8688009388925,-44.02275364095159,0.000751123655365
C48764,CC[C+]1C[C@@H](C)C(C)=C1C,-390.86761795618736,-43.28042075514586,0.0104364785444738
C44856,CCC1=C(C)[C+](C)[C@@H](C)C1,-390.8675966837996,-43.26707212974173,0.0106106405367456
C49914,CCC1=C(C)[C+](C)[C@H](C)C1,-390.8675960335196,-43.26666407285484,0.0106159645306573
C47858,CC[C+]1C[C@H](C)C(C)=C1C,-390.86737442871913,-43.12760495532158,0.0124302946373102
C57042,CCC[C+]1CCC(C)=C1C,-390.8671015275783,-42.95635689689758,0.0146645998279081
C45381,CCC1=C(C)[C+](C)C[C@@H]1C,-390.8668853235812,-42.820686834762576,0.016434712299995
C50393,CCC1=C(C)[C+](C)C[C@H]1C,-390.866884724532,-42.82031092569776,0.0164396168553076
C85177,CCC1=C(C)C[C@H](C)[C+]1C,-390.86684428166575,-42.79493264292719,0.0167707320191499
C21551,CC1=C(C)[C+](C(C)C)CC1,-390.8668143269367,-42.77613576589115,0.0170159783612993
C44898,CCC1=C(C)C[C@@H](C)[C+]1C,-390.86680112494287,-42.76785138933014,0.0171240661593244
C83535,CC1=C(C)[C@H](C)[C@H](C)[C+]1C,-390.8666351488681,-42.66369982564909,0.0184829509343289
C73576,CC1=C(C)[C@@H](C)[C@@H](C)[C+]1C,-390.8666025486117,-42.6432428550444,0.0187498568252722
C6881,CC[C@H]1C[C+](C)C(C)=C1C,-390.8664498984031,-42.547453398985546,0.0199996396306745
C50214,CC[C@@H]1C[C+](C)C(C)=C1C,-390.8663657320416,-42.49463820753496,0.0206887292325449
C53841,CCCC1=C(C)[C+](C)CC1,-390.8660933432857,-42.32371167552165,0.0229188394084085
C77824,CCC1=C(C)[C+](CC)CC1,-390.8659587454717,-42.239250268559545,0.0240208230555071
C85334,CCC1=C(C)CC[C+]1CC,-390.8649203193127,-41.58762798875695,0.03252265983819
C55107,CC[C@H]1CC(C)=C(C)[C+]1C,-390.8649113268517,-41.58198513404784,0.0325962832105212
C45448,CCCC1=C(C)CC[C+]1C,-390.8644114009667,-41.26827689189086,0.0366892928494934
C72239,CCC1=C[C+](C)C[C@H](C)C1,-390.8632489873477,-40.538851303039365,0.0462062438404976
C52872,CC[C+]1C=C(C)C[C@@H](C)C1,-390.8632489179121,-40.53880773154049,0.0462068123259274
C48554,CC1=C[C+](C)CC(C)(C)C1,-390.8631928975863,-40.50365444493438,0.0466654637784078
C70700,CC[C+]1C=C(C)[C@@H](C)[C@@H]1C,-390.86315702225954,-40.48114233656853,0.0469591834330188
C70679,CC[C+]1C=C(C)[C@H](C)[C@H]1C,-390.8627474076902,-40.22410530298114,0.0503127932993466
C72337,CCC1=C[C+](C)C[C@@H](C)C1,-390.86270312918623,-40.19632012108021,0.0506753117227044
C70837,CC[C@H]1C(C)=C[C+](C)[C@@H]1C,-390.8626989617191,-40.19370499586823,0.0507094317465398
C45132,CC[C+]1C=C(C)CC1(C)C,-390.86259998594335,-40.13159675631111,0.0515197694712326
C40190,CCC1=C[C+](C)C(C)(C)C1,-390.8625259649381,-40.08514787230123,0.0521257966787576
C52751,CCCC1=C[C+](C)[C@@H](C)C1,-390.8624447907898,-40.03421032312034,0.0527903883335687
C22974,CC1=C[C+](C(C)C)C[C@H]1C,-390.8623916633184,-40.00087233010365,0.0532253553137892
C22919,CC1=C[C+](C(C)C)C[C@@H]1C,-390.8623915372947,-40.00079324901244,0.0532263870994584
C50543,CC1=C(C(C)C)[C+](C)CC1,-390.8623346786935,-39.96511393662183,0.0536919017079448
C31620,CCC[C+]1C=C(C)C[C@@H]1C,-390.8621495085886,-39.848917936654864,0.0552079324778243
C72450,CC1=C[C+](C)C(C)(C)[C@H]1C,-390.86201309070384,-39.76331441801531,0.0563248174678791
C72349,CC1=C[C+](C)C(C)(C)[C@@H]1C,-390.8620129682773,-39.76323759421512,0.0563258198022537
C25644,CC1=C[C+](C(C)C)[C@H](C)C1,-390.8619977471196,-39.75368617312419,0.0564504389653406
C75757,CCC1=C[C+](CC)C[C@H]1C,-390.8619747371501,-39.73924719867966,0.0566388269438393
C33192,C[C+]1C=C(C(C)C)[C@@H](C)C1,-390.8619142444461,-39.70128745224245,0.0571340947984298
C32452,C[C+]1C=C(C(C)C)[C@H](C)C1,-390.8619141659234,-39.701238178500354,0.0571347376820848
C72092,CCCC1=C[C+](C)[C@H](C)C1,-390.8619136179243,-39.70089430386337,0.0571392242782739
C51162,CC[C@H]1CC(C)=C[C+](C)C1,-390.8617859022619,-39.620751512398826,0.0581848621477258
C51181,CC[C@@H]1CC(C)=C[C+](C)C1,-390.8617859001822,-39.620750207384056,0.0581848791744957
C52804,CC[C+]1C=C(C)C[C@H]1CC,-390.86161649942176,-39.51444962089096,0.0595718026488458
C70192,CC[C@@H]1[C+](C)C=C(C)[C@H]1C,-390.8615667321693,-39.4832201971904,0.0599792587339874
C68604,CC[C@@H]1C(C)=C[C+](C)[C@H]1C,-390.8615659530167,-39.48273127151398,0.059985637838
C75203,CCC1=C[C+](CC)[C@@H](C)C1,-390.8615651661066,-39.48223747794628,0.0599920804542933
C50150,CC[C@@]1(C)CC(C)=C[C+]1C,-390.8615160300958,-39.45140416439408,0.0603943684168373
C67641,CC[C@]1(C)CC(C)=C[C+]1C,-390.8615157955416,-39.45125697940974,0.0603962887666358
C11894,CCC1=C[C+](C(C)C)CC1,-390.86148266057376,-39.430464472301416,0.0606675724645954
C22436,CC[C+]1C=C(C)C(C)(C)C1,-390.86131858794965,-39.327507341987406,0.0620108732458522
C52167,C[C+]1C=C(C(C)(C)C)CC1,-390.8612989398316,-39.31517796125956,0.0621717369637279
C46278,CC1=C[C+](C(C)(C)C)CC1,-390.86129893052,-39.31517211812068,0.062171813200245
C75602,CC[C+]1C=C(C)[C@H](CC)C1,-390.8612791917798,-39.30278587112289,0.0623334188628953
C26753,CC1=C[C+](C)[C@@H](C)[C@@H](C)C1,-390.8612401579026,-39.27829174238436,0.062652998305041
C47479,CC1=C[C+](C)[C@H](C)[C@H](C)C1,-390.8612398477501,-39.27809711872569,0.0626555375960249
C23854,CC1=C[C+](C)C[C@@H](C)[C@H]1C,-390.86123978276055,-39.278056337174746,0.0626560696804865
C50413,CC1=C(C)[C+](C)C[C@H](C)C1,-390.8612027595428,-39.25482391630253,0.0629591873860107
C50380,CC1=C(C)[C+](C)C[C@@H](C)C1,-390.8612025144978,-39.25467014824528,0.0629611936263827
C57722,CCC1=C[C+](CC)[C@H](C)C1,-390.8611706889495,-39.23469931436783,0.0632217568012509
C119,CC1=C[C+](C(C)C)CCC1,-390.8611544898175,-39.22453420514258,0.0633543828672862
C70575,CCC1=C[C+](C)C[C@@H]1CC,-390.8611506533276,-39.22212677128648,0.0633857931034676
C44833,CC1=C[C+](C)[C@@H](C(C)C)C1,-390.8610570357646,-39.1633808611129,0.064152261892867
C44955,CCC1=C(C)[C+](C)CCC1,-390.8609435103099,-39.09214255979181,0.0650817212273314
C10843,CC1=C(C)[C+](C)[C@@H](C)CC1,-390.86086424568384,-39.04240325393908,0.0657306791791251
C23988,CC1=C(C)[C@@H](C)CC[C+]1C,-390.8608634249496,-39.04188823542231,0.0657373987212668
C26029,CC[C+]1C=C(C)CC[C@@H]1C,-390.86082144704096,-39.01554669894453,0.0660810816349435
C11246,CCC[C+]1C=C(C)C[C@H]1C,-390.8607508033689,-38.971217123602734,0.066659457829072
C50111,CC1=C[C+](C)C[C@H](C)[C@H]1C,-390.86074523899777,-38.9677254278621,0.0667050146312284
C67608,CC1=C[C+](C)[C@@H](C)[C@H](C)C1,-390.86074512974994,-38.96765687381628,0.0667059090685833
C69504,CC1=C[C+](C)[C@H](C)[C@@H](C)C1,-390.8607153412379,-38.948964299512966,0.0669497945536271
C5525,CC1=C[C+](CC(C)C)CC1,-390.86069484275527,-38.93610130692903,0.0671176204043923
C70696,CC[C+]1C=C(C)[C@H](C)[C@@H]1C,-390.86069355502354,-38.935293243041045,0.0671281633638622
C5456,CC[C@@H](C)[C+]1C=C(C)CC1,-390.8606583853601,-38.91322394513334,0.0674161055882695
C43857,CC1=C[C+](C)[C@H](C)C[C@@H]1C,-390.8606582497273,-38.913138834243256,0.0674172160458434
C51627,CC[C+]1C=C(C)C[C@H](C)C1,-390.8605941220542,-38.87289811015193,0.0679422442390861
C32826,CCC1=C[C+](C)[C@@H](C)CC1,-390.860570127393,-38.8578412322962,0.0681386941180328
C19475,CC1=C[C+](C)C(C)(C)CC1,-390.86056705033934,-38.855910351908776,0.0681638866726915
C26022,CC[C@H](C)[C+]1C=C(C)CC1,-390.8604995356464,-38.81354424069692,0.0687166451860274
C91681,CCC1=C[C+](CC)CCC1,-390.8603953090213,-38.74814104331303,0.0695699728368128
C43861,CC1=C[C+](C)[C@@H](C)C[C@@H]1C,-390.8603316128866,-38.70817111367381,0.0700914679245973
C43862,CC1=C[C+](C)[C@H](C)C[C@H]1C,-390.8603311724983,-38.70789476582849,0.0700950734862071
C10331,CC1=C(C)[C+](C)[C@H](C)CC1,-390.8602848577267,-38.6788318066446,0.0704742633068468
C6869,CC1=C(C)[C@H](C)CC[C+]1C,-390.86028463415903,-38.67869151580936,0.0704760937074029
C19795,CCC1=C[C+](C)[C@H](C)CC1,-390.8602398115116,-38.650564878717326,0.0708430671599907
C49383,CCC1=C[C+](C)[C@@H](C)[C@H]1C,-390.86016313230607,-38.60244794880984,0.0714708576718209
C49694,CCC1=C[C+](C)[C@H](C)[C@@H]1C,-390.860162994802,-38.60236166370609,0.0714719834495783
C70681,CC[C+]1C=C(C)[C@@H](C)[C@H]1C,-390.8601628462236,-38.60226842934343,0.0714731998956061
C56859,CCC[C@H]1CC(C)=C[C+]1C,-390.8601597650678,-38.60033497481028,0.0714984260356217
C56580,CCC[C@@H]1CC(C)=C[C+]1C,-390.8601597105675,-38.60030077533349,0.0714988722425406
C11184,CC[C@@H]1CCC(C)=C[C+]1C,-390.8597486454327,-38.34235349815533,0.0748643582258782
C11236,CC[C@H]1CCC(C)=C[C+]1C,-390.8597485490126,-38.34229299360296,0.0748651476399986
C62304,CCCC1=C[C+](C)CCC1,-390.8597332941188,-38.33272040285113,0.074990043007579
C66161,CCC1=C(C)CCC[C+]1C,-390.8593727314285,-38.106463889322086,0.077942053717872
C7915,CC[C+]1C=C(C)CC[C@H]1C,-390.8591642296843,-37.97562706408969,0.0796491060513606
C70195,CC[C@H]1[C+](C)C=C(C)[C@@H]1C,-390.859148730574,-37.96590122513207,0.0797760008767147
C78503,CCC[C+]1C=C(C)CCC1,-390.8589890048481,-37.86567181473941,0.0810837125900728
C70365,CC[C@H]1C(C)=C[C+](C)[C@H]1C,-390.8589241711111,-37.824988028824976,0.0816145214931245
C64222,CC[C+]1C=C(C)C[C@@H]1CC,-390.85874807414064,-37.71448550694689,0.0830562683980445
C76171,CCC1=C[C+](C)[C@H](CC)C1,-390.858658716192,-37.65841254527557,0.0837878627324121
C74788,CCC1=C[C+](C)[C@@H](CC)C1,-390.85865839007033,-37.65820790083277,0.0837905327664258
C32466,CC1=C[C+](C)C[C@@H]1C(C)C,-390.85854912847685,-37.58964521293927,0.0846850828760831
C81438,CCC[C+]1C=C(CC)CC1,-390.85849990134113,-37.55875471761789,0.0850881168997788
C28199,CC1=C[C+](C)[C@H](C(C)C)C1,-390.8579267710668,-37.19911002572753,0.0897804679211963
C85776,CCCC[C+]1C=C(C)CC1,-390.8577222537714,-37.070773479948926,0.0914548986447645
C69290,CC[C@@H]1C(C)=C[C+](C)[C@@H]1C,-390.857443872949,-36.89608686927006,0.0937340672646001
C76992,CCCCC1=C[C+](C)CC1,-390.8570457947518,-36.64628901879732,0.0969932261657162
C45207,CC1=C[C+](C)[C@@H](C)C[C@H]1C,-390.8570090882014,-36.62325530969787,0.0972937512418733
C64938,CCC1=C(C)[CH+]C(C)(C)C1,-390.8539103572115,-34.6787721755883,0.1226637834603656
C45506,CC[C@H]1C=C(C)[C+](C)[C@@H]1C,-390.8533247293486,-34.311285128187045,0.1274584551491574
C71388,CC[C@@H]1[C+](C)C(C)=C[C@H]1C,-390.8532385826165,-34.257227235372575,0.1281637585062858
C68040,CC[C@@H]1C=C(C)[C+](C)[C@H]1C,-390.853078899276,-34.15702442222671,0.1294711232004302
C83490,CC1=C(C)[C@H](C)C(C)(C)[CH+]1,-390.8530417151616,-34.13369103720667,0.1297755582039233
C83532,CC1=C(C)[C@@H](C)C(C)(C)[CH+]1,-390.853041329145,-34.13344880811742,0.1297787186117925
C76558,CCC[C+]1C[C@@H](C)C=C1C,-390.85303449921673,-34.1291629632364,0.1298346368251251
C50327,CC1=C(C(C)C)C[C@H](C)[CH+]1,-390.8530238036931,-34.122451420534745,0.1299222035679731
C65270,CCC1=C[C@@H](C)[C@H](C)[C+]1C,-390.85291021733553,-34.051174902106254,0.1308521615281283
C64580,CCC1=C[C@H](C)[C@@H](C)[C+]1C,-390.8529101675037,-34.05114363215326,0.1308525695130067
C71338,CCC1=C(C)[CH+][C@@H](C)[C@@H]1C,-390.85287905503,-34.031620259324896,0.1311072945805481
C68227,CCC1=C(C)[CH+][C@H](C)[C@H]1C,-390.8528780072405,-34.03096276148887,0.1311158730768029
C70672,CCC1=C(C)CC(C)(C)[CH+]1,-390.8527870922719,-33.97391275499423,0.1318602150962553
C20604,CCC1=C(C)C(C)(C)C[CH+]1,-390.8525546977504,-33.82808298500257,0.1337628831617194
C72342,CC1=C[C@H](C)C(C)(C)[C+]1C,-390.8524909574395,-33.788085334375644,0.1342847399303736
C72346,CC1=C[C@@H](C)C(C)(C)[C+]1C,-390.8524897344773,-33.78731791396087,0.1342947526069078
C29746,CCC[C+]1C(C)=CC[C@@H]1C,-390.8523356916976,-33.69065460630275,0.1355559367162549
C73489,CCCC1=C(C)[CH+][C@@H](C)C1,-390.8522766521575,-33.6536067340292,0.1360393071794484
C76223,CC[C@H]1C(C)=C(C)[CH+][C@@H]1C,-390.8520317960711,-33.4999572136824,0.1380440009786257
C77193,CC[C+]1C[C@H](CC)C=C1C,-390.8519137250816,-33.4258665460872,0.1390106756650794
C95412,C[C@@H]1CC[C@H]2CCC[C+]2C1,-390.85190989420937,-33.423462637368964,0.1390420399081331
C90024,C[C@@H]1C[C+]2CCCC[C@@H]2C1,-390.8518889151193,-33.410298059032776,0.1392138006041624
C70524,CC[C@@]1(C)[CH+]C(C)=C(C)C1,-390.8518878921851,-33.409656158131426,0.1392221756043168
C48716,CC[C@]1(C)[CH+]C(C)=C(C)C1,-390.8518877661722,-33.40957708381747,0.1392232073015619
C96587,C[C@H]1C[C+]2CCCC[C@H]2C1,-390.8518866680315,-33.40888799011362,0.1392321980349664
C82752,C[C+]1C[C@@H]2CCC[C@H](C1)C2,-390.85184500468495,-33.38274384434245,0.1395733055554712
C102667,C[C@@H]1CC[C+]2CCCC[C@H]21,-390.8518446654952,-33.38253099955867,0.1395760825808551
C102540,C[C@H]1CC[C+]2CCCC[C@@H]21,-390.8518439031593,-33.38205262653855,0.139582324002403
C20542,CCC1=C(C)[CH+]CC1(C)C,-390.85183445470375,-33.37612363091589,0.1396596807083223
C9284,CC1=C[C@H](C(C)C)C[C+]1C,-390.8517234260605,-33.30645210251557,0.1405686980657997
C85309,CC[C+]1C[C@@H](CC)C=C1C,-390.85167329212857,-33.27499258394468,0.1409791562414049
C25538,CC1=C[C+](C)C[C@H](C)CC1,-390.8516594610017,-33.266313420441655,0.141092394897909
C11282,CC1=C[C+](C)C[C@@H](C)CC1,-390.8516594305543,-33.26629431442051,0.1410926441777116
C1167,CC1=C(C)C[C@H](C(C)C)[CH+]1,-390.8514966686512,-33.16415967396144,0.1424252137812311
C1529,CC1=C(C)C[C@@H](C(C)C)[CH+]1,-390.85149552061785,-33.16343927213793,0.1424346129974815
C32490,CC1=C([C+](C)C)C[C@@H](C)C1,-390.8514953240544,-33.163315926697926,0.142436222308322
C32697,CC(C)=C1C[C@H](C)C[C+]1C,-390.8514951022401,-33.16317673613288,0.1424380383534488
C32680,CC(C)=C1C[C@@H](C)C[C+]1C,-390.85149497582086,-33.16309740685129,0.1424390733773039
C32493,CC1=C([C+](C)C)C[C@H](C)C1,-390.8514940878432,-33.16254019244092,0.1424463434570983
C88768,CCC1=CC[C@H](CC)[C+]1C,-390.85139075498,-33.09769783911774,0.143292353671368
C89212,CCC1=CC[C@@H](CC)[C+]1C,-390.8513905222027,-33.09755176913522,0.1432942594735309
C6593,CC[C@@]1(C)CC=C(C)[C+]1C,-390.8513840669649,-33.09350104610304,0.1433471100084787
C18766,CC[C@]1(C)CC=C(C)[C+]1C,-390.8513826837896,-33.0926330904696,0.1433584343866635
C68833,CC[C+]1C(C)=CC[C@H]1CC,-390.85134342525714,-33.06799798839015,0.1436798531341435
C100258,C[C@@H]1CCC[C@@H]2CCC[C+]21,-390.8513404350091,-33.066121579331934,0.1437043349912637
C7898,CC1=CC[C@H](C(C)C)[C+]1C,-390.85130694451607,-33.0451059767996,0.1439785294566123
C23005,CC1=CC[C@@H](C(C)C)[C+]1C,-390.8513067118288,-33.044959963318014,0.1439804345215969
C99065,C[C@H]1CC[C+]2CCC[C@H]2C1,-390.8512143078515,-32.98697558972111,0.1447369674019894
C97935,C[C@@H]1CC[C+]2CCC[C@@H]2C1,-390.8512140248049,-32.986797975306594,0.1447392847702092
C18113,CC1=C(C)CCC(C)(C)[CH+]1,-390.8511015915417,-32.91624503452529,0.1456598020785533
C16007,CC1=C(CC(C)C)CC[CH+]1,-390.8510651295411,-32.89336478276359,0.1459583249683531
C85457,CCC1=C[C@H](CC)C[C+]1C,-390.8510409634888,-32.878200355368584,0.1461561780660929
C16252,C[C+]1C[C@]2(C)CC[C@@]1(C)C2,-390.8509404512584,-32.81512797592411,0.1469790951027768
C16075,C[C+]1C[C@@]2(C)CC[C@]1(C)C2,-390.8509404494456,-32.81512683837899,0.1469791099445391
C68049,CCC1=C(C)[CH+][C@H](C)[C@@H]1C,-390.8509104680981,-32.79631325800287,0.1472245742182654
C71399,CCC1=C(C)[CH+][C@@H](C)[C@H]1C,-390.8509104071362,-32.796275003834566,0.1472250733274967
C51998,CC[C@H](C)[C+]1CCC=C1C,-390.8508730532199,-32.77283506649544,0.147530898538866
C64226,CCC1=C[C@H](C)C[C+]1CC,-390.8508598143434,-32.764527545701206,0.147639288303996
C58402,CCCC1=CC[C@@H](C)[C+]1C,-390.8508404186757,-32.752356579983235,0.1477980851518466
C52701,CCCC1=CC[C@H](C)[C+]1C,-390.85084039960975,-32.75234461590919,0.1477982412493404
C68990,CC[C+]1C(C)=CC[C@@H]1CC,-390.85082583365545,-32.74320434120795,0.1479174961091993
C9184,CC1=C([C+](C)C)CC[C@@H]1C,-390.8508191138758,-32.73898761563183,0.147972512510137
C12521,CC1=C([C+](C)C)CC[C@H]1C,-390.8508190524768,-32.73894908719855,0.1479730151977544
C97872,C[C@H]1CCC[C@@H]2CCC[C+]12,-390.8507892542307,-32.720250404658515,0.1482169803780958
C98197,C[C@@H]1CCC[C@H]2CCC[C+]12,-390.8507852594237,-32.71774362531376,0.1482496867932997
C77905,CCC1=CC[C@H](C)[C+]1CC,-390.8507476728794,-32.69415771169663,0.1485574165842516
C57443,CC[C@H]1[CH+]C(C)=C(C)[C@H]1C,-390.85068237294,-32.653181379395605,0.1490920423942866
C67861,CC[C@H]1C=C(C)[C+](C)[C@H]1C,-390.8506819209007,-32.65289772042139,0.1490957433455516
C55097,CC[C@@H]1[CH+]C(C)=C(C)[C@@H]1C,-390.8506818617674,-32.65286061371442,0.149096227483642
C50040,CC[C@@H]1C=C(C)[C+](C)[C@@H]1C,-390.8506818192778,-32.652833951084915,0.149096575355916
C46812,CC1=C(C)C[C@@H](C)[C@H](C)[CH+]1,-390.8506533553699,-32.634972578482234,0.1493296159981553
C49438,CC1=C[C@@H](C)[C@H](C)C[C+]1C,-390.8506533029813,-32.63493970413796,0.1493300449158243
C46863,CC1=C[C@H](C)[C@@H](C)C[C+]1C,-390.8506532546859,-32.6349093983036,0.1493304403216681
C21526,CC1=C(C(C)C)[CH+]C[C@@H]1C,-390.85065035449225,-32.63308949924551,0.1493541848823322
C21536,CC1=C(C(C)C)[CH+]C[C@H]1C,-390.8506502758351,-32.63304014114436,0.1493548288666354
C17954,C[C+]1C(C(C)C)=CC[C@@H]1C,-390.8506499786123,-32.632853631006405,0.1493572622990093
C453,C[C+]1CC2(C)CCC1CC2,-390.85061489239695,-32.61083669755636,0.1496445213146222
C72593,CCC1=C[C@@H](CC)C[C+]1C,-390.8506105199309,-32.60809293357956,0.1496803197122889
C65209,CCC1=C[C@@H](C)C[C+]1CC,-390.8505726810285,-32.584348662844626,0.1499901156179376
C73110,CC[C@H]1[C+](C)C(C)=C[C@@H]1C,-390.8505468334446,-32.56812905838703,0.1502017358065842
C70441,CCC[C@H]1C[CH+]C(C)=C1C,-390.8504541417839,-32.50996416075555,0.1509606240175491
C25546,CC1=C[C+](C)CC[C@H](C)C1,-390.85042076287925,-32.48901858097244,0.1512339048830969
C28125,C[C+]1CC2CCC1(C)CC2,-390.850407173721,-32.48049125507788,0.1513451624861523
C27047,CC[C+]1C[C@@H](C)CC=C1C,-390.85038360125577,-32.46569930920235,0.1515381557483994
C30058,CC[C+]1C[C@H](C)CC=C1C,-390.8503835227895,-32.46565007088034,0.151538798169922
C18349,CCCC1=C(C)[CH+]C[C@H]1C,-390.8503439723439,-32.440831790541914,0.1518626068781327
C64578,CCC1=C[C@H](C)[C@H](C)[C+]1C,-390.850316038944,-32.42330331673358,0.1520913041280382
C65271,CCC1=C[C@@H](C)[C@@H](C)[C+]1C,-390.850316007604,-32.423283650589795,0.1520915607158649
C32361,CC1=CCC(C)(C)C[C+]1C,-390.8502912908482,-32.40777365149643,0.1522939225516685
C5550,C[C+](C)/C=C1\CC[C@H](C)C1,-390.8502267126647,-32.36725022787678,0.1528226391781075
C5549,C[C+](C)/C=C1\CC[C@@H](C)C1,-390.850226585373,-32.36717035109966,0.1528236813452385
C5488,C[C+](C)/C=C1/CC[C@@H](C)C1,-390.8502037641956,-32.35284984550043,0.1530105236387326
C5524,C[C+](C)/C=C1/CC[C@H](C)C1,-390.850203575296,-32.35273130920356,0.1530120702037903
C40914,C[C+]1C[C@H]2CCC[C@]1(C)C2,-390.85007502068186,-32.272062067555424,0.1540645767664619
C13669,C[C+]1C[C@@H]2CCC[C@@]1(C)C2,-390.85007325207175,-32.270952247912994,0.154079056789246
C85633,CCC1=C(CC)[C@@H](C)C[CH+]1,-390.8500491471451,-32.25582617745094,0.154276409436965
C72305,CCCC1=C[C@@H](C)C[C+]1C,-390.8500375988768,-32.24857952936362,0.15437095779906
C72207,CCCC1=C(C)C[C@@H](C)[CH+]1,-390.850036556589,-32.24792548386344,0.1543794912520485
C100292,C[C+]1CCC[C@@H]2CCC[C@@H]12,-390.85003097533183,-32.24442319198502,0.1544251863039805
C50101,CC1=C(C)[C@H](C)C[C@@H](C)[CH+]1,-390.8499316521159,-32.18209693042447,0.1552383686022027
C56050,CC1=C[C@@H](C)C[C@H](C)[C+]1C,-390.8499316209967,-32.18207740282213,0.1552386233824534
C47039,CC1=C[C@H](C)C[C+]1C(C)C,-390.8498430000021,-32.12646688682704,0.1559641841022837
C32861,CCC1=CCC[C+]1C(C)C,-390.8496819972414,-32.02543612495796,0.1572823511970326
C71018,CC[C@H]1[C+](C)C(C)=C[C@H]1C,-390.8496649401311,-32.01473262619423,0.1574220017312661
C79459,CCC1=C[C+](C)CCCC1,-390.84961777926094,-31.98513873213597,0.1578081187577182
C98566,C[C@@H]1CC[C@H]2CCCC[C+]12,-390.8495173188159,-31.922098848508007,0.158630611815455
C3686,CC1=C(CC(C)C)[CH+]CC1,-390.8495031699821,-31.913220320867502,0.1587464516128496
C46804,CC1=C(C)C[C@@H](C)[C@@H](C)[CH+]1,-390.8494821587561,-31.9000355769392,0.1589184754131006
C64929,CC1=C[C@@H](C)[C@@H](C)C[C+]1C,-390.8494812074501,-31.899438623391685,0.1589262639767902
C50288,CC/C(C)=C1\CCC[C+]1C,-390.84946431023184,-31.888835458419344,0.1590646054374322
C15987,C[C+](C)/C=C1\CCC[C@H]1C,-390.8494435830556,-31.87582895840593,0.1592343036562554
C15293,C[C+](C)/C=C1\CCC[C@@H]1C,-390.8494423250954,-31.87503957646101,0.1592446028689479
C69731,CCC1=C(CC)[C@H](C)C[CH+]1,-390.8494286232125,-31.86644151474254,0.1593567833754217
C34171,C[C+]1CC[C@@H]2CC[C@H]1[C@H]2C,-390.8493459612304,-31.814570335718184,0.1600335562720206
C12642,C[C+]1CC[C@H]2CC[C@@H]1[C@@H]2C,-390.8493437620074,-31.813190302363427,0.1600515618232433
C109324,C1CCC2CCCC[C+]2C1,-390.849256716103,-31.758568170438068,0.1607642269127369
C91880,C[C+]1CC[C@H]2CCC[C@@H]1C2,-390.84915406348887,-31.69415267986169,0.1616046677695516
C92223,C[C+]1CC[C@@H]2CCC[C@H]1C2,-390.84915371366105,-31.6939331595846,0.1616075318913353
C35205,C[C+]1C[C@H]2CC[C@@H]1[C@H](C)C2,-390.8491384183957,-31.68433523525946,0.1617327577907468
C35301,C[C+]1C[C@@H]2CC[C@H]1[C@@H](C)C2,-390.84913745866606,-31.68373299580645,0.1617406153206261
C22104,CCC1=C(C(C)C)[CH+]CC1,-390.8491252205249,-31.67605344597066,0.1618408118321514
C56215,CCC[C@@H]1C=C(C)[C+](C)C1,-390.84909720285975,-31.658472094915822,0.1620701989813026
C73545,CCC[C@H]1C=C(C)[C+](C)C1,-390.849097026748,-31.65836158310789,0.1620716408493643
C65535,CC[C+](C)C1=C(C)CCC1,-390.8490809979039,-31.64830333117839,0.1622028727284364
C50273,CC/C(C)=C1/CCC[C+]1C,-390.8490809746062,-31.64828871163151,0.162203063472377
C27453,CC(C)=C1[C+](C)CC[C@@H]1C,-390.8490072028155,-31.601996212164643,0.1628070503017545
C12113,CC1=C([C+](C)C)[C@@H](C)CC1,-390.8490070779343,-31.60191784800044,0.1628080727335441
C27228,CC(C)=C1[C+](C)CC[C@H]1C,-390.84900618070094,-31.601354825550256,0.1628154185919114
C11624,CC1=C([C+](C)C)[C@H](C)CC1,-390.8490061276707,-31.601321548565448,0.1628158527629063
C29137,CC[C@@H]1CC=C(C)[C+](C)C1,-390.84896912712975,-31.57810335761905,0.1631187848079481
C50313,CC1=C(C)[C@H](C)C[C@H](C)[CH+]1,-390.8489689004693,-31.57796112602646,0.1631206405299255
C28737,CC[C@@H]1C=C(C)[C+](C)CC1,-390.8489527292402,-31.56781352613575,0.1632530381484245
C35206,C[C+]1C[C@H]2CC[C@@H]1[C@@H](C)C2,-390.8488991190643,-31.53417263147277,0.1636919571426227
C13658,C[C+]1C[C@]2(C)CCC[C@H]1C2,-390.8488920250619,-31.52972107757447,0.1637500373922484
C35203,C[C+]1C[C@@H]2CC[C@H]1[C@H](C)C2,-390.8488871873466,-31.52668536525072,0.1637896448941644
C50491,CC1=CC[C@@H](C)[C+]1C(C)C,-390.8488728587058,-31.51769400705221,0.1639069568127831
C33221,CC1=C(C(C)C)[C@@H](C)C[CH+]1,-390.8488727089992,-31.51760006471564,0.1639081824958778
C74640,CCC[C@@H]1CC=C(C)[C+]1C,-390.8488720147713,-31.517164430126567,0.1639138663011865
